,quorum_campinas_sp,quorum_birigui_sp,quorum_mogi_das_cruzes_sp,quorum_santo_andre_sp,quorum_maua_sp,quorum_sao_vicente_sp,quorum_aruja_sp,quorum_itapeva_sp,quorum_braganca_paulista_sp,quorum_lorena_sp,quorum_salto_sp,quorum_guaratingueta_sp,quorum_votuporanga_sp,quorum_ibiuna_sp,quorum_catanduva_sp,quorum_pindamonhangaba_sp,quorum_praia_grande_sp,quorum_cajamar_sp,quorum_sumare_sp,quorum_sao_jose_dos_campos_sp,quorum_paulinia_sp,quorum_barueri_sp,quorum_sao_sebastiao_sp,quorum_rio_claro_sp,quorum_cotia_sp,quorum_guarulhos_sp,quorum_assis_sp,quorum_osasco_sp,quorum_taboao_da_serra_sp,quorum_leme_sp,quorum_limeira_sp,quorum_araras_sp,quorum_marilia_sp,quorum_caraguatatuba_sp,quorum_jundiai_sp,quorum_vinhedo_sp,quorum_constituicao,quorum_sao_paulo_sp,quorum_sao_bernardo_do_campo_sp,quorum_tatui_sp,quorum_diadema_sp,quorum_varzea_paulista_sp,quorum_jau_sp,quorum_sao_caetano_do_sul_sp,quorum_jandira_sp,quorum_itapetininga_sp,quorum_aracatuca_sp,quorum_itapecerica_da_serra_sp,quorum_cruzeiro_sp,quorum_caieiras_sp,quorum_poa_sp,quorum_ubatuba_sp,quorum_itu_sp,quorum_mogi_mirim_sp,quorum_cubatao_sp,quorum_hortolandia_sp,quorum_valinhos_sp,quorum_lins_sp,quorum_embu_das_artes_sp,quorum_sao_carlos_sp,quorum_mairipora_sp,quorum_atibaia_sp,quorum_bauru_sp,quorum_franca_sp,quorum_guaruja_sp,quorum_sao_jose_do_rio_preto_sp,quorum_ferraz_de_vasconcelos_sp,quorum_votorantim_sp,quorum_mogi_guacu_sp,quorum_itanhaem_sp,quorum_franco_da_rocha_sp,quorum_sao_roque_sp,quorum_sao_joao_da_boa_vista_sp,quorum_ourinhos_sp,quorum_botucatu_sp,quorum_santana_de_parnaiba_sp,quorum_suzano_sp,quorum_sertaozinho_sp,quorum_taubate_sp,quorum_cacapava_sp,quorum_indaiatuba_sp,quorum_sorocaba_sp,quorum_bebedouro_sp,quorum_santos_sp,quorum_carapicuiba_sp,quorum_itatiba_sp,quorum_itaquaquecetuba_sp,quorum_avare_sp,quorum_araraquara_sp,quorum_ribeirao_pires_sp,quorum_campo_limpo_paulista_sp,quorum_piracicaba_sp,quorum_barretos_sp,quorum_francisco_morato_sp,quorum_ribeirao_preto_sp,quorum_americana_sp,quorum_itapevi_sp,quorum_presidente_prudente_sp,quorum_jacarei_sp,quorum_matao_sp,quorum_santa_barbara_doeste_sp
quorum_franco_da_rocha_sp,0.7155533,0.71726835,0.6646671,0.8468543,0.67466384,0.73659146,0.6729809,0.71994126,0.5947741,0.6684041,0.7478549,0.7025451,0.55719,0.70230615,0.6624043,0.72090375,0.53231984,0.6562058,0.62044954,0.68058157,0.51141167,0.59857166,0.62348896,0.413217,0.6419002,0.8793981,0.65821385,0.3913514,0.67064685,0.54254436,0.59307635,0.60806656,0.5817896,0.48948586,0.5706959,0.6166818,0.60488725,0.7628442,0.741048,0.75037265,0.66301125,0.6902337,0.68264496,0.7323218,0.58937263,0.5054722,0.7071428,0.4706996,0.7731603,0.6805128,0.6733545,0.51767594,0.7594773,0.62764955,0.70220757,0.6260872,0.54588306,0.75021887,0.66381615,0.73380524,0.67020375,0.70900404,0.53748226,0.59845936,0.66495025,0.73533213,0.634766,0.7277496,0.58940583,0.7035701,0.99999964,0.5739598,0.7789415,0.57345533,0.6802412,0.6841033,0.5915095,0.64966404,0.37666452,0.47937283,0.9316178,0.6329791,0.6019709,0.8219509,0.5671075,0.79322106,0.7871398,0.59110177,0.709659,0.6201695,0.63621706,0.5820774,0.677964,0.60630137,0.597177,0.5870111,0.56456184,0.676638,0.3968929,0.6758153,0.8396872
quorum_sao_roque_sp,0.71624845,0.6428711,0.5253063,0.7215309,0.5146487,0.74777794,0.6546576,0.5979614,0.66144454,0.68513715,0.5697284,0.62416446,0.50749207,0.7425302,0.57245314,0.5560268,0.5648184,0.64991057,0.67594177,0.7403513,0.5138756,0.62529886,0.6742469,0.3449571,0.5945033,0.47808915,0.5566511,0.52394426,0.55328655,0.48684067,0.6582135,0.6355597,0.60307634,0.5186822,0.6288924,0.6233226,0.51931524,0.78971845,0.69033456,0.6544905,0.7302686,0.6098083,0.6492938,0.70428395,0.62853396,0.5451615,0.56727743,0.5385815,0.6330169,0.6301807,0.65239525,0.58775365,0.56804776,0.5393238,0.64765596,0.68868303,0.66600186,0.63009274,0.6293038,0.6800257,0.6247915,0.65292007,0.5278553,0.6824679,0.74203676,0.715199,0.69355345,0.6878071,0.7116974,0.7038646,0.5739598,1.0000001,0.72790194,0.39132357,0.6334435,0.5474837,0.5417901,0.80144393,0.42490882,0.6454294,0.6202183,0.69284874,0.72589666,0.66414285,0.6173563,0.5843576,0.63315356,0.5281892,0.6710384,0.46637565,0.6856805,0.60360765,0.5669199,0.61097074,0.70764637,0.5974923,0.65871555,0.56505215,0.53655255,0.6086478,0.52660054
quorum_sao_joao_da_boa_vista_sp,0.79650426,0.7355106,0.64374137,0.8723589,0.6640632,0.86755145,0.79903626,0.73841083,0.7297958,0.751542,0.7204312,0.73790896,0.6191693,0.8026893,0.71164906,0.62568957,0.5268506,0.78511614,0.77576244,0.7782525,0.4674284,0.66963744,0.79168546,0.3746439,0.68361735,0.70217526,0.6460352,0.45192415,0.6728382,0.52403533,0.71364826,0.6911175,0.72937864,0.5915976,0.6985029,0.69654584,0.60150504,0.8740445,0.8341134,0.7617835,0.742267,0.73042315,0.7818501,0.84720564,0.6699267,0.5964611,0.7516664,0.54564524,0.72796416,0.7564394,0.7060797,0.61229026,0.7597781,0.64050937,0.7234715,0.7127129,0.63285124,0.7890302,0.7303039,0.8234941,0.7544002,0.75304854,0.6289252,0.6899469,0.7687241,0.8868339,0.80600315,0.67114556,0.73525506,0.7556699,0.7789415,0.72790194,1.0000002,0.561268,0.7481399,0.7104322,0.50060767,0.8480762,0.3950428,0.64122915,0.76480484,0.7377233,0.73207986,0.8050099,0.63876164,0.8082354,0.7722297,0.636029,0.6889727,0.60479903,0.79990804,0.6165401,0.69442403,0.6753304,0.7473882,0.65820587,0.67368054,0.70825464,0.56557715,0.69332373,0.69336617
quorum_ourinhos_sp,0.5859947,0.5466031,0.6983596,0.51451147,0.60751164,0.54479915,0.5955241,0.5779402,0.50951815,0.5162118,0.6138506,0.54462576,0.56397825,0.58033204,0.7099199,0.60341245,0.6129207,0.5393594,0.6137152,0.5814431,0.4131649,0.5949598,0.68008757,0.3769819,0.56769043,0.6484678,0.72728765,0.4744829,0.49188846,0.5220916,0.59682536,0.55334604,0.494793,0.470955,0.62379885,0.5862626,0.5258265,0.5090038,0.56560284,0.5128143,0.5869045,0.53974885,0.61377954,0.5580088,0.53739715,0.5003319,0.64035386,0.4441078,0.5963599,0.8119781,0.64473605,0.51128656,0.57756495,0.66545355,0.5380329,0.59065104,0.47937965,0.6333867,0.5178168,0.54166245,0.5442448,0.6276992,0.49825183,0.669611,0.57328075,0.5543829,0.5610748,0.5153713,0.5126872,0.5466282,0.57345533,0.39132357,0.561268,1.0000002,0.539719,0.6017971,0.5625951,0.55906904,0.4016545,0.4740078,0.5487098,0.47885242,0.6130114,0.53611857,0.6735722,0.58172774,0.5593866,0.5167778,0.6341503,0.62410307,0.7097858,0.5215152,0.57470083,0.49401706,0.5431658,0.63601357,0.49828935,0.6016155,0.5253788,0.6548495,0.63762033
quorum_botucatu_sp,0.78190273,0.8479928,0.58135426,0.7176355,0.6477661,0.73550653,0.7386681,0.75749826,0.79501325,0.8118762,0.65165126,0.60884225,0.7298107,0.75401545,0.7109858,0.659268,0.5042364,0.84113604,0.7042717,0.71882045,0.41106474,0.71749157,0.72076195,0.4042612,0.59884286,0.62148654,0.6461255,0.47097424,0.7007407,0.5919625,0.66194606,0.69755083,0.7124002,0.7574575,0.66552687,0.6055876,0.64268625,0.6950995,0.760568,0.76883125,0.76245964,0.73545194,0.7496509,0.75001705,0.7342284,0.55667037,0.6877407,0.5938705,0.6959425,0.754167,0.63962233,0.69124615,0.7005884,0.69414073,0.6738447,0.7106685,0.69808036,0.77473265,0.73131293,0.7368281,0.6923443,0.69499695,0.74829435,0.6829995,0.75309,0.7546197,0.8215997,0.61622256,0.7475362,0.88601524,0.6802412,0.6334435,0.7481399,0.539719,1.0000001,0.65395236,0.5732109,0.77642083,0.4450374,0.7362703,0.6217849,0.7599758,0.67221606,0.7002339,0.6784878,0.7010108,0.7032771,0.71825176,0.78816426,0.5383727,0.77512836,0.5250182,0.5868981,0.6975312,0.76584923,0.64367247,0.63568425,0.5899615,0.5013954,0.7597033,0.56277925
quorum_santana_de_parnaiba_sp,0.79012334,0.72398794,0.657024,0.68704927,0.67299736,0.6687381,0.7918663,0.8691388,0.61058575,0.6577436,0.9566411,0.6385182,0.7566029,0.6941155,0.6739629,0.8350765,0.49944866,0.6995866,0.63829625,0.6424254,0.34698933,0.69906,0.6369952,0.35845727,0.63846743,0.6721119,0.7528894,0.40092134,0.8028629,0.6006515,0.70126194,0.6004189,0.6094718,0.56979513,0.636387,0.6988343,0.594941,0.66962373,0.67087936,0.7332952,0.6327282,0.8164863,0.7443617,0.6750009,0.5832189,0.48004588,0.85490537,0.5005795,0.7054069,0.7229495,0.6751938,0.52630377,0.834372,0.63919044,0.7310938,0.7365513,0.5748153,0.6986011,0.7865425,0.6471473,0.81976914,0.81212234,0.650197,0.7051355,0.66234314,0.6813367,0.67861706,0.58400834,0.60972023,0.6359744,0.6841033,0.5474837,0.7104322,0.6017971,0.65395236,1.0,0.5339868,0.66579187,0.38317925,0.63256407,0.65176344,0.67746866,0.65914905,0.7031714,0.6245485,0.7638861,0.7011057,0.5445103,0.73256874,0.6643189,0.6462911,0.56709707,0.61912465,0.6129688,0.6434083,0.61274517,0.5897132,0.62904286,0.4611538,0.77742,0.67743707
quorum_suzano_sp,0.5788158,0.60361385,0.5265173,0.57788235,0.75749505,0.5943929,0.5847206,0.5906073,0.5626519,0.6581828,0.5649326,0.5260724,0.48811877,0.5756663,0.6761708,0.6430256,0.737205,0.5740571,0.5515893,0.6257445,0.6288216,0.5677736,0.503452,0.41823572,0.5952098,0.60518783,0.6119431,0.5672879,0.49999836,0.5742137,0.6175875,0.6573117,0.48162228,0.44066653,0.68834233,0.6943419,0.57913846,0.60898113,0.62570035,0.60496175,0.6868237,0.63725,0.6571561,0.61838377,0.64279187,0.58459884,0.55195725,0.52619433,0.59218884,0.5845932,0.7790423,0.5728034,0.5603687,0.6483644,0.5370927,0.52895504,0.63477933,0.5979279,0.5458126,0.59905124,0.46306086,0.57506,0.5108437,0.5448265,0.6583609,0.57392573,0.6060251,0.59787226,0.5447159,0.6507586,0.5915095,0.5417901,0.50060767,0.5625951,0.5732109,0.5339868,0.99999976,0.5906749,0.4597574,0.45352983,0.58656585,0.63025033,0.6422367,0.6510296,0.5985377,0.4804101,0.5316295,0.54106134,0.6534291,0.6056261,0.5291689,0.69236374,0.54981464,0.5477754,0.6464175,0.76611793,0.6838562,0.5084455,0.5192324,0.5940014,0.6457685
quorum_sertaozinho_sp,0.7726201,0.7892991,0.63397306,0.7623917,0.6110046,0.8674828,0.75627095,0.72073203,0.7778162,0.8324433,0.67325234,0.71626014,0.60260314,0.8181774,0.72272533,0.61874235,0.5812332,0.7910149,0.81726825,0.84859836,0.51339895,0.6798277,0.8206985,0.4408303,0.65501523,0.58557963,0.6843021,0.5313622,0.6215841,0.5334991,0.7114544,0.7206164,0.70110846,0.6324009,0.77033097,0.6890514,0.6191098,0.84100276,0.84664583,0.7317101,0.8350216,0.76545686,0.71141934,0.84659386,0.7015226,0.6028966,0.6812564,0.63592184,0.7180228,0.8004307,0.73528165,0.63853025,0.6801365,0.66985357,0.7211213,0.74431795,0.73298985,0.7573886,0.7168702,0.83067393,0.69229585,0.6891046,0.66649723,0.7360462,0.8106228,0.8420521,0.8236831,0.70043975,0.76303166,0.8013951,0.64966404,0.80144393,0.8480762,0.55906904,0.77642083,0.66579187,0.5906749,0.9999999,0.44381493,0.6899072,0.66028863,0.8049433,0.75930285,0.7517319,0.7060333,0.6912036,0.7255599,0.61758024,0.7234619,0.60038817,0.8286284,0.62684184,0.6443939,0.6716089,0.85852146,0.7195308,0.68320584,0.70199823,0.55197585,0.7037003,0.61140674
quorum_taubate_sp,0.44644493,0.41773936,0.44898838,0.38245285,0.38774145,0.41565812,0.41920495,0.3983831,0.42541045,0.48336864,0.4099568,0.4387164,0.40332144,0.4151584,0.4471746,0.38407737,0.48317868,0.44342834,0.46027082,0.46375686,0.4768049,0.47144905,0.418883,0.31807822,0.37551826,0.37134358,0.36556703,0.62098354,0.4097489,0.38891786,0.43020517,0.4890839,0.46114403,0.43864894,0.45134875,0.47660193,0.4253499,0.4536338,0.40499836,0.44064358,0.50062644,0.40695462,0.43286836,0.41876268,0.46476975,0.4876475,0.36738622,0.60229653,0.4847282,0.4525262,0.47917563,0.50498646,0.44925115,0.4265924,0.4244931,0.4532016,0.5097712,0.41590494,0.4461668,0.41011995,0.36846185,0.3874194,0.46663743,0.45995182,0.50952286,0.40475914,0.44945067,0.4109398,0.4462424,0.5340599,0.37666452,0.42490882,0.3950428,0.4016545,0.4450374,0.38317925,0.4597574,0.44381493,1.0,0.47352117,0.44152534,0.50972843,0.49399698,0.40341154,0.46960014,0.41876557,0.44045526,0.37099415,0.41749477,0.2925587,0.45727438,0.44336236,0.33703226,0.43749392,0.49509043,0.4784613,0.45834684,0.35222858,0.4219196,0.3925738,0.3983534
quorum_cacapava_sp,0.70541185,0.7729418,0.4402331,0.60120314,0.5068412,0.7027482,0.5956345,0.58764505,0.8015263,0.74302995,0.61332834,0.49994758,0.68605304,0.64936733,0.566999,0.55845165,0.47665334,0.8242214,0.6662906,0.681645,0.30784902,0.716735,0.7634299,0.22741231,0.5952589,0.4425723,0.6606093,0.5023525,0.5427972,0.4786843,0.7361988,0.65119195,0.6392379,0.7797127,0.6855993,0.63519263,0.4854292,0.6963823,0.68788373,0.6225439,0.75043267,0.6249696,0.63594985,0.7056391,0.7308142,0.49703807,0.55130243,0.5946217,0.535336,0.6871208,0.50742793,0.6220871,0.53910434,0.6756753,0.61756396,0.75474334,0.76611596,0.5944602,0.7689437,0.6745963,0.59175205,0.63184977,0.73293066,0.80654335,0.80543274,0.7401775,0.8311787,0.43510395,0.8278623,0.69472647,0.47937283,0.6454294,0.64122915,0.4740078,0.7362703,0.63256407,0.45352983,0.6899072,0.47352117,0.9999999,0.4943869,0.7718327,0.7370688,0.6023576,0.64051193,0.5594827,0.55823463,0.58604705,0.7288573,0.37289762,0.77596295,0.4722058,0.4378495,0.54199314,0.78515285,0.6359778,0.53378534,0.44891894,0.6605053,0.77674025,0.513686
quorum_indaiatuba_sp,0.6986989,0.7085493,0.6327034,0.85383224,0.588032,0.7658004,0.6299085,0.66540545,0.6181191,0.6762495,0.7422528,0.7280946,0.47002715,0.68060106,0.6597612,0.6643919,0.5944284,0.6392591,0.64355445,0.71737933,0.5887978,0.5789996,0.6384051,0.4278013,0.61498773,0.81634796,0.6294694,0.4937182,0.61666846,0.53693706,0.58057714,0.6395713,0.5308245,0.45002344,0.60075974,0.6129556,0.59448564,0.8166121,0.7596797,0.7947676,0.68260556,0.6699896,0.65168023,0.75323296,0.6249074,0.56637955,0.65998125,0.47926044,0.7755879,0.66225636,0.7019743,0.51013047,0.71358067,0.6149855,0.6906524,0.6296083,0.5944036,0.710707,0.6614965,0.7683323,0.626857,0.70266074,0.5099639,0.6373507,0.70313287,0.7520524,0.60987794,0.71720684,0.6040907,0.6483901,0.9316178,0.6202183,0.76480484,0.5487098,0.6217849,0.65176344,0.58656585,0.66028863,0.44152534,0.4943869,0.9999998,0.64484614,0.65904367,0.83710825,0.62075984,0.7822983,0.8229731,0.5622219,0.7033893,0.58083147,0.63873965,0.61545825,0.676615,0.60892284,0.62732303,0.6297759,0.56680787,0.6272079,0.45729905,0.64806354,0.845787
quorum_sorocaba_sp,0.7363421,0.8094231,0.5878508,0.721739,0.6689337,0.83248603,0.6811857,0.68815726,0.8439899,0.8633467,0.6672854,0.6675236,0.58465993,0.6513009,0.6225445,0.6114149,0.5678752,0.8574774,0.7910105,0.80058527,0.48901808,0.7531558,0.7590486,0.39437032,0.6840423,0.54144394,0.6780424,0.5474658,0.6256664,0.5073098,0.7595779,0.73294675,0.68981254,0.6089531,0.7837226,0.73025626,0.64258665,0.8336266,0.8299113,0.7566358,0.8438077,0.79319215,0.711516,0.8371508,0.6652926,0.5742533,0.60322785,0.7237812,0.656639,0.7297827,0.66883606,0.5924798,0.66983914,0.67876816,0.6668712,0.75243115,0.79940605,0.6600837,0.8129574,0.8049438,0.615224,0.65254676,0.7120641,0.73487115,0.8234683,0.8612903,0.85921896,0.58834076,0.826676,0.7795235,0.6329791,0.69284874,0.7377233,0.47885242,0.7599758,0.67746866,0.63025033,0.8049433,0.50972843,0.7718327,0.64484614,0.99999976,0.77784246,0.79054546,0.5872041,0.6247932,0.70710826,0.56159246,0.74511147,0.4833954,0.7769846,0.5593701,0.5321137,0.63871545,0.8851422,0.720942,0.6267997,0.58510864,0.51054555,0.7545609,0.6110884
quorum_bebedouro_sp,0.7557659,0.6765328,0.6005571,0.70701206,0.6058554,0.7793292,0.7120265,0.71313494,0.7716209,0.73795676,0.6689569,0.62456423,0.5871682,0.7340875,0.66216654,0.6514527,0.6907737,0.72974193,0.75809205,0.7850878,0.48808086,0.7419603,0.8074558,0.35769215,0.71073765,0.5313992,0.70260835,0.58212817,0.64130163,0.5460237,0.76198745,0.76403886,0.7045794,0.5767887,0.7515056,0.7529018,0.57004786,0.8030796,0.756688,0.73749495,0.8116,0.7422326,0.7361378,0.76410806,0.7425592,0.62569416,0.6719534,0.6448933,0.68388474,0.75673497,0.7096797,0.6085656,0.66550845,0.64736855,0.74633414,0.78625983,0.7143401,0.70775163,0.76658094,0.7429235,0.6535343,0.7297559,0.66985583,0.80214256,0.85214,0.772369,0.7528722,0.62862754,0.7774823,0.7041486,0.6019709,0.72589666,0.73207986,0.6130114,0.67221606,0.65914905,0.6422367,0.75930285,0.49399698,0.7370688,0.65904367,0.77784246,1.0000004,0.7349359,0.7047211,0.66705126,0.6859664,0.6262581,0.744857,0.54506874,0.8009349,0.68448126,0.6082789,0.64881694,0.7533593,0.7445215,0.69749975,0.59898317,0.6785952,0.7167664,0.63302726
quorum_santos_sp,0.7435887,0.7739181,0.630708,0.8896684,0.6915909,0.88343847,0.6760633,0.71954525,0.7662393,0.8304218,0.7251982,0.7321396,0.50623256,0.64377046,0.65506995,0.66705245,0.60958505,0.7901751,0.7347246,0.7641226,0.5164497,0.6730579,0.7072474,0.44635153,0.7458186,0.6578162,0.68271184,0.44941872,0.6549633,0.46922195,0.67257977,0.7010484,0.58631957,0.46921414,0.74834794,0.69109124,0.6809418,0.8888298,0.9249174,0.8314858,0.7885954,0.7782262,0.73346376,0.9232234,0.6552701,0.5890353,0.673735,0.55501294,0.7347235,0.7373712,0.7382188,0.5386139,0.7381166,0.6565596,0.7297713,0.68765837,0.691756,0.70160043,0.7730049,0.88285315,0.63300884,0.73392016,0.58458483,0.6674363,0.7667867,0.85588926,0.75805205,0.7070969,0.71600163,0.7199464,0.8219509,0.66414285,0.8050099,0.53611857,0.7002339,0.7031714,0.6510296,0.7517319,0.40341154,0.6023576,0.83710825,0.79054546,0.7349359,1.0,0.5756804,0.7053515,0.81831306,0.53302455,0.75770664,0.5574939,0.7196051,0.57695055,0.6938429,0.6360371,0.7817769,0.67714363,0.64014536,0.68156207,0.48451227,0.72540647,0.76055145
quorum_carapicuiba_sp,0.7044889,0.61984926,0.603613,0.6008211,0.48050588,0.6367811,0.66540843,0.59051216,0.5981479,0.6068511,0.64862096,0.5677948,0.5958282,0.7303009,0.7602713,0.61919224,0.634853,0.6386187,0.6394204,0.6600678,0.5174155,0.63567305,0.6797519,0.49681154,0.52939725,0.61491823,0.73199546,0.54563683,0.4957029,0.6528638,0.58231556,0.6728507,0.5761138,0.65841275,0.61049974,0.57160544,0.5278746,0.6246323,0.6185722,0.6490413,0.67075986,0.5644001,0.63304496,0.62192464,0.7681776,0.56040794,0.668362,0.53578603,0.7084539,0.74713874,0.68292546,0.61794984,0.5528926,0.6712204,0.5985132,0.665612,0.63960326,0.7231077,0.56658286,0.61949164,0.6139332,0.66204095,0.5874457,0.75454974,0.7107712,0.65664625,0.6485802,0.55188704,0.6477349,0.63677895,0.5671075,0.6173563,0.63876164,0.6735722,0.6784878,0.6245485,0.5985377,0.7060333,0.46960014,0.64051193,0.62075984,0.5872041,0.7047211,0.5756804,1.0000004,0.63201165,0.6369864,0.62192124,0.80086046,0.7083304,0.7085788,0.58719516,0.535521,0.6097436,0.6403302,0.75945675,0.5795083,0.6147826,0.6663334,0.72056043,0.6700942
quorum_itatiba_sp,0.81771,0.71955776,0.6498518,0.76725364,0.60421634,0.72332907,0.8057628,0.7815511,0.5771279,0.6228179,0.8142196,0.6793886,0.6752775,0.7755165,0.75279653,0.69925815,0.46961868,0.6500124,0.66367114,0.6881651,0.4450289,0.6744844,0.65708494,0.36059117,0.6318326,0.77019364,0.63909763,0.47452396,0.6997627,0.5704631,0.6553442,0.6321919,0.68545866,0.58436584,0.58708817,0.64277744,0.55130285,0.7115887,0.6999961,0.7797718,0.64127874,0.7518029,0.7173321,0.6998735,0.61217946,0.58195126,0.835358,0.4753349,0.7644807,0.6755479,0.6505561,0.6394675,0.78539133,0.6255236,0.721719,0.68821234,0.5415504,0.79879785,0.68226665,0.72047,0.84447014,0.73546827,0.6318464,0.64633846,0.67795503,0.7432488,0.6318861,0.63303363,0.5747088,0.6709698,0.79322106,0.5843576,0.8082354,0.58172774,0.7010108,0.7638861,0.4804101,0.6912036,0.41876557,0.5594827,0.7822983,0.6247932,0.66705126,0.7053515,0.63201165,0.99999994,0.7676357,0.657916,0.6848359,0.66386545,0.6917778,0.6193092,0.61482596,0.63545406,0.6192112,0.61170685,0.5997975,0.6589087,0.49056712,0.65667474,0.75652754
quorum_itaquaquecetuba_sp,0.7400101,0.7186351,0.64081997,0.81711113,0.57665944,0.8065345,0.6907314,0.6911092,0.6860931,0.67817855,0.7215861,0.7268238,0.50740075,0.6626376,0.6403322,0.6314541,0.6006116,0.662284,0.76254,0.77918625,0.50293875,0.68439496,0.698804,0.49079987,0.6611887,0.688625,0.6656033,0.50310355,0.6547843,0.58147395,0.6575686,0.70319957,0.5491973,0.5047334,0.69922084,0.6827891,0.6437291,0.81299216,0.8104871,0.8050082,0.7699735,0.750127,0.65452963,0.8069682,0.5720652,0.5216296,0.68867886,0.54241437,0.7866783,0.7312101,0.6714623,0.56374395,0.75771296,0.5980753,0.7042024,0.67575765,0.6825335,0.7528213,0.6896968,0.8109336,0.6663883,0.6920071,0.53731537,0.7130685,0.72114956,0.7880994,0.6796801,0.6582562,0.63860434,0.6748265,0.7871398,0.63315356,0.7722297,0.5593866,0.7032771,0.7011057,0.5316295,0.7255599,0.44045526,0.55823463,0.8229731,0.70710826,0.6859664,0.81831306,0.6369864,0.7676357,0.99999976,0.5314635,0.72496057,0.5475652,0.7188499,0.5667919,0.6252004,0.6488472,0.70625067,0.6351898,0.5836452,0.64169526,0.45247942,0.6339366,0.7116301
quorum_avare_sp,0.69462025,0.6197876,0.5579207,0.56664646,0.55525875,0.55368036,0.7011115,0.63009,0.59675467,0.60323334,0.5993079,0.50700665,0.60723186,0.74044985,0.70032215,0.5729686,0.43800318,0.6534562,0.54522127,0.6374842,0.48068672,0.6171464,0.6235379,0.3081944,0.5409961,0.5636475,0.62026334,0.43558258,0.5143056,0.60222113,0.6258954,0.590472,0.65101594,0.62284815,0.4738533,0.5823126,0.43493518,0.56752026,0.5483433,0.59724,0.5701306,0.57632816,0.6343378,0.5446282,0.5817993,0.5717459,0.67257774,0.46113974,0.6289563,0.62675524,0.5506383,0.6245975,0.56302136,0.5808181,0.64551353,0.64264786,0.5132841,0.7217725,0.58978355,0.6227637,0.6022814,0.6455872,0.5902083,0.5891665,0.62776315,0.6074041,0.63923657,0.53684044,0.62422764,0.64148486,0.59110177,0.5281892,0.636029,0.5167778,0.71825176,0.5445103,0.54106134,0.61758024,0.37099415,0.58604705,0.5622219,0.56159246,0.6262581,0.53302455,0.62192124,0.657916,0.5314635,1.0000002,0.64305,0.5481249,0.65539825,0.6934341,0.5283244,0.64148957,0.5451518,0.52365947,0.6609282,0.48764038,0.46958816,0.66614413,0.5618862
quorum_araraquara_sp,0.79550636,0.752562,0.66788673,0.7133368,0.65343916,0.7510756,0.7302083,0.7294856,0.71651614,0.7448796,0.74544835,0.64399654,0.6727078,0.75748926,0.7406714,0.7522679,0.58638716,0.7723166,0.6952397,0.70400286,0.48753285,0.7289572,0.7084806,0.40565118,0.652291,0.6952171,0.8490355,0.5152093,0.61803275,0.64113814,0.69473165,0.7265215,0.64239144,0.6498861,0.6779542,0.6632353,0.6318514,0.75108683,0.7750149,0.7528696,0.77845836,0.69802064,0.72325957,0.7696235,0.73739076,0.59016895,0.7185205,0.59711105,0.7255689,0.79650915,0.69182485,0.628534,0.65018034,0.75624573,0.6888541,0.7253152,0.76153696,0.7620392,0.7211467,0.74856913,0.68658954,0.7917871,0.63501024,0.7514041,0.79213,0.75463283,0.75891006,0.63592255,0.72341156,0.73547566,0.709659,0.6710384,0.6889727,0.6341503,0.78816426,0.73256874,0.6534291,0.7234619,0.41749477,0.7288573,0.7033893,0.74511147,0.744857,0.75770664,0.80086046,0.6848359,0.72496057,0.64305,0.9999999,0.6800957,0.7563113,0.5942962,0.5876817,0.642122,0.74028105,0.7207712,0.63806933,0.61136526,0.5811476,0.83500654,0.75759125
quorum_ribeirao_pires_sp,0.67471164,0.5499314,0.69439137,0.54452586,0.58964264,0.5535534,0.7008176,0.6743139,0.40749568,0.5001732,0.65473187,0.57524115,0.5745547,0.6980748,0.76077825,0.6728743,0.5285101,0.5194331,0.52896684,0.515303,0.4645381,0.5107527,0.49565038,0.4525866,0.49731356,0.71055734,0.7528391,0.42667347,0.53654385,0.63264716,0.5159129,0.587564,0.55460167,0.44069052,0.49848002,0.5657496,0.47591648,0.538489,0.55783916,0.61886823,0.5537188,0.5563053,0.6186221,0.55159223,0.53554285,0.43080637,0.74966615,0.40891147,0.63671696,0.64518183,0.6556907,0.40269417,0.5771941,0.55918264,0.54158926,0.58367324,0.4914838,0.6652524,0.49135637,0.5431557,0.656363,0.5966493,0.5031538,0.58375996,0.54733914,0.5653842,0.5370845,0.56553304,0.4524868,0.5543723,0.6201695,0.46637565,0.60479903,0.62410307,0.5383727,0.6643189,0.6056261,0.60038817,0.2925587,0.37289762,0.58083147,0.4833954,0.54506874,0.5574939,0.7083304,0.66386545,0.5475652,0.5481249,0.6800957,0.9999999,0.5250297,0.53838885,0.5760997,0.49910071,0.5105179,0.6441957,0.57893217,0.6298218,0.3967526,0.6343223,0.7413361
