,quorum_campinas_sp,quorum_birigui_sp,quorum_mogi_das_cruzes_sp,quorum_santo_andre_sp,quorum_maua_sp,quorum_sao_vicente_sp,quorum_aruja_sp,quorum_itapeva_sp,quorum_braganca_paulista_sp,quorum_lorena_sp,quorum_salto_sp,quorum_guaratingueta_sp,quorum_votuporanga_sp,quorum_ibiuna_sp,quorum_catanduva_sp,quorum_pindamonhangaba_sp,quorum_praia_grande_sp,quorum_cajamar_sp,quorum_sumare_sp,quorum_sao_jose_dos_campos_sp,quorum_paulinia_sp,quorum_barueri_sp,quorum_sao_sebastiao_sp,quorum_rio_claro_sp,quorum_cotia_sp,quorum_guarulhos_sp,quorum_assis_sp,quorum_osasco_sp,quorum_taboao_da_serra_sp,quorum_leme_sp,quorum_limeira_sp,quorum_araras_sp,quorum_marilia_sp,quorum_caraguatatuba_sp,quorum_jundiai_sp,quorum_vinhedo_sp,quorum_sao_paulo_sp,quorum_sao_bernardo_do_campo_sp,quorum_tatui_sp,quorum_diadema_sp,quorum_varzea_paulista_sp,quorum_jau_sp,quorum_sao_caetano_do_sul_sp,quorum_jandira_sp,quorum_itapetininga_sp,quorum_aracatuca_sp,quorum_itapecerica_da_serra_sp,quorum_cruzeiro_sp,quorum_caieiras_sp,quorum_poa_sp,quorum_ubatuba_sp,quorum_itu_sp,quorum_mogi_mirim_sp,quorum_cubatao_sp,quorum_hortolandia_sp,quorum_valinhos_sp,quorum_lins_sp,quorum_embu_das_artes_sp,quorum_sao_carlos_sp,quorum_mairipora_sp,quorum_atibaia_sp,quorum_bauru_sp,quorum_franca_sp,quorum_guaruja_sp,quorum_sao_jose_do_rio_preto_sp,quorum_ferraz_de_vasconcelos_sp,quorum_votorantim_sp,quorum_mogi_guacu_sp,quorum_itanhaem_sp,quorum_franco_da_rocha_sp,quorum_sao_roque_sp,quorum_sao_joao_da_boa_vista_sp,quorum_ourinhos_sp,quorum_botucatu_sp,quorum_santana_de_parnaiba_sp,quorum_suzano_sp,quorum_sertaozinho_sp,quorum_taubate_sp,quorum_cacapava_sp,quorum_indaiatuba_sp,quorum_sorocaba_sp,quorum_bebedouro_sp,quorum_santos_sp,quorum_carapicuiba_sp,quorum_itatiba_sp,quorum_itaquaquecetuba_sp,quorum_avare_sp,quorum_araraquara_sp,quorum_ribeirao_pires_sp,quorum_campo_limpo_paulista_sp,quorum_piracicaba_sp,quorum_barretos_sp,quorum_francisco_morato_sp,quorum_ribeirao_preto_sp,quorum_americana_sp,quorum_itapevi_sp,quorum_presidente_prudente_sp,quorum_jacarei_sp,quorum_matao_sp,quorum_santa_barbara_doeste_sp
quorum_ribeirao_pires_sp,0.7142254,0.611594,0.82732683,0.64447755,0.70179456,0.6996064,0.818216,0.75637364,0.46270144,0.5884796,0.7869987,0.6577112,0.78332365,0.8139669,0.83601856,0.7855968,0.6373347,0.5831219,0.5949693,0.60799325,0.5851767,0.68411535,0.6384987,0.49010372,0.6624752,0.83073616,0.8866967,0.72056043,0.7154221,0.82171273,0.6991277,0.61746335,0.69462156,0.72415394,0.6898102,0.71061075,0.7109021,0.6740227,0.6970007,0.6630187,0.6726491,0.6626202,0.6759112,0.6591903,0.55787534,0.82411814,0.6499821,0.69145274,0.76714253,0.66574883,0.65155774,0.7037474,0.72125125,0.71054137,0.73241323,0.7331822,0.7489727,0.6942096,0.6737011,0.77603644,0.70516276,0.7266098,0.79567325,0.65376335,0.6644267,0.6416768,0.6103091,0.5670073,0.729751,0.71682537,0.6636636,0.6814084,0.8201152,0.6145638,0.79124624,0.70911634,0.61767507,0.5446759,0.6549188,0.6799954,0.6452667,0.6764324,0.6536279,0.839168,0.7326189,0.6397538,0.6133598,0.7856371,0.9999999,0.640949,0.5418079,0.6990273,0.6339956,0.60673535,0.7238976,0.64462566,0.6986718,0.6405675,0.7758068,0.7995241
quorum_campo_limpo_paulista_sp,0.8507426,0.8728418,0.82146335,0.84363854,0.81172884,0.89745384,0.7864783,0.8381208,0.80598843,0.86485183,0.8085741,0.7363112,0.8115348,0.80685973,0.8193574,0.76856995,0.70894337,0.87860644,0.8440783,0.8633778,0.62317663,0.82010823,0.98297834,0.6253826,0.8250142,0.7615994,0.7819295,0.72750866,0.748983,0.74033076,0.8650014,0.84734964,0.8056335,0.83615625,0.8299075,0.81063646,0.8895725,0.89515185,0.843802,0.88694155,0.84632885,0.9018615,0.89565504,0.8675487,0.7504314,0.77687776,0.7796703,0.8044163,0.89063334,0.76972824,0.8145018,0.8185093,0.75467,0.8075739,0.8091636,0.8156375,0.8243288,0.8903879,0.91180503,0.7595439,0.7875769,0.84670335,0.856658,0.9300335,0.8931554,0.88942087,0.56949425,0.88997287,0.85788965,0.7704935,0.7775578,0.8837649,0.8081462,0.8674365,0.7910354,0.72006094,0.91081834,0.6651341,0.893893,0.7627487,0.8787545,0.87488043,0.8239262,0.7948955,0.82876503,0.7987274,0.7709086,0.7778661,0.640949,1.0,0.65279675,0.75731957,0.8060343,0.85457003,0.77405596,0.7335633,0.7154523,0.8951075,0.816213,0.8413239
quorum_piracicaba_sp,0.7012403,0.64908475,0.6972954,0.6190208,0.6928822,0.6386436,0.6430219,0.7207548,0.58823943,0.62970245,0.69640875,0.6628268,0.65240455,0.6770667,0.6548594,0.7044633,0.70978224,0.6337739,0.6104604,0.80329597,0.78362185,0.708681,0.65305066,0.44666392,0.7406335,0.5827694,0.64838153,0.6678183,0.592219,0.6828019,0.7353231,0.6873392,0.6857177,0.60172987,0.6238301,0.7035113,0.73264146,0.6393145,0.68624425,0.68314314,0.6269206,0.7413506,0.63381946,0.720716,0.81115234,0.6068609,0.72998875,0.7376756,0.6120491,0.76008713,0.7568624,0.7039428,0.65748024,0.73979706,0.70375526,0.69097006,0.6950638,0.6812678,0.6547968,0.5796773,0.64903164,0.63853335,0.6785283,0.69368994,0.61343896,0.70049375,0.6483449,0.69473445,0.70695233,0.7176576,0.7292098,0.6372175,0.608503,0.67714435,0.68149954,0.7106797,0.6368588,0.62152207,0.65132725,0.74736416,0.6946973,0.7747334,0.6704366,0.67366904,0.6302723,0.7211182,0.70278406,0.69831824,0.5418079,0.65279675,0.99999976,0.6995592,0.72624457,0.60932946,0.57998437,0.824437,0.57877564,0.7150371,0.5958384,0.66632867
quorum_barretos_sp,0.8265812,0.7707517,0.8520819,0.80821645,0.82195115,0.8142272,0.80910724,0.84170127,0.6594765,0.7125438,0.82905126,0.87134975,0.76990867,0.7996074,0.8150078,0.81926477,0.7096976,0.74712276,0.7098344,0.74579394,0.687971,0.8095745,0.7560828,0.5894182,0.86180085,0.8430877,0.78505677,0.77713406,0.7937523,0.79292727,0.8573691,0.7475412,0.7837541,0.71567607,0.82792634,0.8422413,0.8412447,0.8089695,0.816261,0.7874159,0.81436455,0.7833829,0.8095675,0.7455529,0.6785357,0.82734466,0.7838837,0.81534696,0.76123154,0.77491516,0.7678355,0.8076903,0.8124032,0.8599239,0.8425837,0.85750777,0.8081231,0.8399712,0.80200374,0.7845858,0.80794895,0.781531,0.8006344,0.7727946,0.80742717,0.7787946,0.71057165,0.7114272,0.7781548,0.8414757,0.75260216,0.8487836,0.79169303,0.7418227,0.82375777,0.8082399,0.7403654,0.67467546,0.7598172,0.8240605,0.7955587,0.8066915,0.8069017,0.75907767,0.83406204,0.80552864,0.7078566,0.7827079,0.6990273,0.75731957,0.6995592,0.9999999,0.73022664,0.7276271,0.802174,0.82335037,0.7909918,0.7539749,0.7793323,0.8399855
quorum_francisco_morato_sp,0.76849556,0.84964997,0.7717054,0.7834245,0.7474047,0.8304074,0.7226377,0.80425245,0.81080544,0.8756818,0.7565,0.69129133,0.73837155,0.73689926,0.78379506,0.74289197,0.7114496,0.79728067,0.85919833,0.8924384,0.6688281,0.7633134,0.81698173,0.63025415,0.7808641,0.69354546,0.70753586,0.7447989,0.68327093,0.7125454,0.80725324,0.81425124,0.73671985,0.7514212,0.7926955,0.76980656,0.8114797,0.8379121,0.8457724,0.86473393,0.8126483,0.802199,0.83326393,0.7436658,0.7904811,0.7076953,0.7745467,0.78348124,0.8212086,0.7665822,0.7802175,0.77607477,0.7438781,0.7743529,0.7547035,0.7872753,0.78112674,0.79404795,0.8566557,0.66910845,0.7408245,0.73876154,0.76621413,0.81134796,0.7829186,0.8050905,0.65842664,0.8124745,0.86323583,0.7495459,0.79109,0.79012895,0.71813434,0.8303561,0.7381773,0.7586877,0.8388163,0.64739835,0.76465595,0.7548105,0.81561875,0.79030526,0.79360485,0.7486329,0.72910357,0.8225475,0.72119653,0.7495985,0.6339956,0.8060343,0.72624457,0.73022664,0.9999999,0.8480849,0.7186854,0.7506461,0.6698306,0.7236972,0.7332789,0.77322114
quorum_ribeirao_preto_sp,0.8165196,0.93769807,0.74008507,0.85164094,0.777943,0.92626363,0.7003221,0.83018315,0.8960665,0.95020545,0.7387721,0.725569,0.74292386,0.70644104,0.8183828,0.7035146,0.7566742,0.85883915,0.90897655,0.88578457,0.640991,0.75662977,0.8637881,0.62997925,0.77340055,0.7156717,0.67433774,0.7168013,0.70092785,0.6656692,0.8502329,0.895398,0.7208053,0.7896796,0.8709878,0.8382157,0.8584872,0.9374509,0.87509,0.93768454,0.8573152,0.82478905,0.9375763,0.7983868,0.736946,0.71977425,0.77951556,0.76600575,0.83436346,0.82713455,0.77453226,0.7905314,0.7603003,0.7681108,0.764632,0.83419746,0.7485548,0.82790047,0.93230826,0.7183732,0.7030376,0.80370593,0.80669165,0.85439503,0.861629,0.8916817,0.58748627,0.83405566,0.8971844,0.75125206,0.7567432,0.8679491,0.7263627,0.8287115,0.7437113,0.81580293,0.9307852,0.69825727,0.82793367,0.72879547,0.8739385,0.8053696,0.871685,0.7247473,0.76132274,0.8019674,0.642741,0.70652246,0.60673535,0.85457003,0.60932946,0.7276271,0.8480849,0.9999995,0.8286389,0.6933485,0.6726123,0.7880024,0.73088944,0.8477478
quorum_americana_sp,0.8168837,0.8251973,0.7670326,0.7706388,0.8891207,0.83564687,0.7549687,0.8187498,0.71055907,0.7788593,0.78210914,0.75484425,0.78147936,0.7299249,0.86488533,0.767228,0.6837027,0.7685133,0.76054525,0.7775314,0.65803045,0.7793003,0.7834061,0.61588013,0.7506434,0.8899487,0.7590905,0.78768384,0.772725,0.71936506,0.8571276,0.791661,0.7829864,0.80157655,0.9338949,0.85072553,0.8112092,0.8427094,0.8038876,0.82791245,0.82935727,0.7581223,0.83710474,0.7679657,0.67297655,0.80164367,0.78335756,0.71239185,0.8336514,0.81620204,0.7464458,0.75656885,0.89106387,0.728631,0.76308656,0.8730515,0.74417853,0.8022499,0.83448255,0.7581017,0.7418114,0.8352152,0.85743684,0.7704958,0.7867321,0.8007556,0.5885774,0.7126959,0.82881033,0.7548044,0.719057,0.82916915,0.86679363,0.7459439,0.78666127,0.9328898,0.7864498,0.67497385,0.7879957,0.71839595,0.7841505,0.79827404,0.77264667,0.7958387,0.7793164,0.7172097,0.66133785,0.7728935,0.7238976,0.77405596,0.57998437,0.802174,0.7186854,0.8286389,1.0,0.70362186,0.6899066,0.759758,0.768806,0.84413016
quorum_itapevi_sp,0.79400754,0.71835476,0.80785185,0.7170172,0.7953554,0.73994213,0.75646025,0.78054523,0.65310967,0.70117235,0.7782721,0.7569681,0.72811395,0.737942,0.75717276,0.79143095,0.735367,0.74987376,0.669375,0.8024109,0.7494971,0.7840408,0.7400922,0.5008646,0.8806684,0.71260387,0.73361194,0.75893664,0.7215203,0.73636043,0.8238591,0.75673085,0.7500448,0.65947205,0.718654,0.8045714,0.80310583,0.74217373,0.7668127,0.7597468,0.7292557,0.8216649,0.7505145,0.7401537,0.8138728,0.74841064,0.77636635,0.7572001,0.73131186,0.80092716,0.7558547,0.74984944,0.7574246,0.82749844,0.82763475,0.78013325,0.7463862,0.7640275,0.7378117,0.70175934,0.76086056,0.7146858,0.7671064,0.75482225,0.7298362,0.7649257,0.734624,0.74926305,0.7726835,0.7540436,0.8041098,0.7451891,0.69726664,0.73327744,0.7859733,0.7836483,0.698573,0.6627722,0.7303668,0.7581607,0.79226553,0.8042544,0.7652147,0.75266397,0.7146202,0.7321616,0.7505088,0.7708721,0.64462566,0.7335633,0.824437,0.82335037,0.7506461,0.6933485,0.70362186,0.99999964,0.7713072,0.76782656,0.72035265,0.76740474
quorum_presidente_prudente_sp,0.7838421,0.6971613,0.79319847,0.7704969,0.6999006,0.7589347,0.7320638,0.7727273,0.5706274,0.6509459,0.79912746,0.8080431,0.67784774,0.7007751,0.7642553,0.7561675,0.69983983,0.6828042,0.6576537,0.65765476,0.68029857,0.75197285,0.7022532,0.5926447,0.8109902,0.76315415,0.73529077,0.71742135,0.7135054,0.7202784,0.7546816,0.72018325,0.69085026,0.68585753,0.69065636,0.7821237,0.779327,0.74396485,0.7922267,0.7377908,0.73281527,0.7613863,0.7532257,0.70379585,0.65571094,0.7906425,0.68635213,0.78156245,0.7081235,0.73877186,0.67024136,0.7308307,0.6750151,0.8190186,0.79903984,0.75425446,0.737378,0.7648634,0.7434061,0.7519009,0.70924056,0.7184913,0.7697753,0.73782384,0.7500078,0.7184987,0.76014245,0.6449974,0.7469815,0.80689037,0.7837962,0.76601315,0.71378887,0.64833045,0.8121321,0.7097285,0.685711,0.67009676,0.6964022,0.79230297,0.76371276,0.7569119,0.7813997,0.7241124,0.78397954,0.7485112,0.67261314,0.7151736,0.6986718,0.7154523,0.57877564,0.7909918,0.6698306,0.6726123,0.6899066,0.7713072,1.0,0.6964327,0.7141439,0.7927591
quorum_jacarei_sp,0.8365737,0.82183737,0.785967,0.78718334,0.79393375,0.8300141,0.7595577,0.82916296,0.71788746,0.75466657,0.7784493,0.74819636,0.792352,0.79662484,0.80560344,0.7637085,0.7118467,0.7765672,0.73438835,0.8080205,0.65535045,0.78911245,0.8955316,0.54185,0.8176924,0.728974,0.7513405,0.71645397,0.74716187,0.74731517,0.81128585,0.798043,0.78604364,0.7886945,0.76518226,0.77337,0.82541037,0.81485647,0.79138654,0.7892008,0.7996737,0.8987296,0.81673634,0.92767763,0.7656234,0.7669488,0.7471247,0.7659208,0.7873553,0.77331823,0.80886173,0.7861107,0.75132847,0.78659594,0.773288,0.75694317,0.80153966,0.82746905,0.8238522,0.7445533,0.7550285,0.815004,0.82420874,0.88669133,0.8202859,0.826915,0.54371953,0.79354346,0.791023,0.74718827,0.7376888,0.8160051,0.75267637,0.7850389,0.77114415,0.7309511,0.8399643,0.64965045,0.82191277,0.742644,0.7788874,0.8626071,0.77247214,0.78811,0.78987664,0.74058986,0.7422961,0.7384053,0.6405675,0.8951075,0.7150371,0.7539749,0.7236972,0.7880024,0.759758,0.76782656,0.6964327,1.0000001,0.74591875,0.8212054
quorum_matao_sp,0.8599819,0.78640914,0.8658646,0.799014,0.8143162,0.81762326,0.8638624,0.82125854,0.70726335,0.77772236,0.8515067,0.70647436,0.85581225,0.8166215,0.8380748,0.81656647,0.6876116,0.83182824,0.71905714,0.74150604,0.5584982,0.8763788,0.82038784,0.5544284,0.7824645,0.8432778,0.8801325,0.72857535,0.82443166,0.8020871,0.82794404,0.7289778,0.7893995,0.8205635,0.79030097,0.75727487,0.8168516,0.81861717,0.8150282,0.75643927,0.8272846,0.82303,0.8136598,0.7170239,0.6595743,0.84821343,0.7561434,0.7407352,0.9119314,0.75429606,0.7336483,0.74809176,0.771854,0.7570318,0.82198465,0.8084339,0.7690768,0.8441094,0.8162281,0.833593,0.90028566,0.84290487,0.8299618,0.776422,0.8028531,0.8171228,0.5936732,0.8172403,0.7839321,0.73577666,0.7251819,0.82846093,0.8416501,0.80691004,0.8408561,0.72669053,0.76449335,0.64632845,0.88734794,0.718048,0.83561647,0.827065,0.77281624,0.82612777,0.7984302,0.7195874,0.74965036,0.8498719,0.7758068,0.816213,0.5958384,0.7793323,0.7332789,0.73088944,0.768806,0.72035265,0.7141439,0.74591875,0.99999994,0.85058945
quorum_santa_barbara_doeste_sp,0.88745743,0.8617556,0.8967181,0.86404383,0.8071657,0.9135563,0.85338455,0.88828707,0.73032707,0.82046807,0.8832303,0.81487215,0.83838964,0.84914505,0.90703297,0.8606744,0.766132,0.78364396,0.78934735,0.826638,0.68122065,0.84206057,0.83986926,0.6240659,0.8232295,0.9030658,0.8590375,0.7941771,0.8343569,0.8403666,0.897545,0.8253983,0.8037292,0.8319595,0.85728914,0.8790139,0.90084183,0.9026674,0.89745456,0.8725859,0.855566,0.8398361,0.9011324,0.8231399,0.75396574,0.8730202,0.78527224,0.8075694,0.86822295,0.83919615,0.797912,0.8208891,0.8132694,0.834972,0.86330056,0.8714435,0.82724947,0.88501525,0.9055549,0.831838,0.8120539,0.8562428,0.9043763,0.84670776,0.87165976,0.83587766,0.6478584,0.76465666,0.8810707,0.8742944,0.7715334,0.90196383,0.8514664,0.7956464,0.88342154,0.8181536,0.83908516,0.70474815,0.8482837,0.8364627,0.84866714,0.8638971,0.8562716,0.8741751,0.8984056,0.81649435,0.7292367,0.8375282,0.7995241,0.8413239,0.66632867,0.8399855,0.77322114,0.8477478,0.84413016,0.76740474,0.7927591,0.8212054,0.85058945,1.0000001
