,quorum_campinas_sp,quorum_birigui_sp,quorum_mogi_das_cruzes_sp,quorum_santo_andre_sp,quorum_maua_sp,quorum_sao_vicente_sp,quorum_aruja_sp,quorum_itapeva_sp,quorum_braganca_paulista_sp,quorum_lorena_sp,quorum_salto_sp,quorum_guaratingueta_sp,quorum_votuporanga_sp,quorum_ibiuna_sp,quorum_catanduva_sp,quorum_pindamonhangaba_sp,quorum_praia_grande_sp,quorum_cajamar_sp,quorum_sumare_sp,quorum_sao_jose_dos_campos_sp,quorum_paulinia_sp,quorum_barueri_sp,quorum_sao_sebastiao_sp,quorum_rio_claro_sp,quorum_cotia_sp,quorum_guarulhos_sp,quorum_assis_sp,quorum_osasco_sp,quorum_taboao_da_serra_sp,quorum_leme_sp,quorum_limeira_sp,quorum_araras_sp,quorum_marilia_sp,quorum_caraguatatuba_sp,quorum_jundiai_sp,quorum_vinhedo_sp,quorum_sao_paulo_sp,quorum_sao_bernardo_do_campo_sp,quorum_tatui_sp,quorum_diadema_sp,quorum_varzea_paulista_sp,quorum_jau_sp,quorum_sao_caetano_do_sul_sp,quorum_jandira_sp,quorum_itapetininga_sp,quorum_aracatuca_sp,quorum_itapecerica_da_serra_sp,quorum_cruzeiro_sp,quorum_caieiras_sp,quorum_poa_sp,quorum_ubatuba_sp,quorum_itu_sp,quorum_mogi_mirim_sp,quorum_cubatao_sp,quorum_hortolandia_sp,quorum_valinhos_sp,quorum_lins_sp,quorum_embu_das_artes_sp,quorum_sao_carlos_sp,quorum_mairipora_sp,quorum_atibaia_sp,quorum_bauru_sp,quorum_franca_sp,quorum_guaruja_sp,quorum_sao_jose_do_rio_preto_sp,quorum_ferraz_de_vasconcelos_sp,quorum_votorantim_sp,quorum_mogi_guacu_sp,quorum_itanhaem_sp,quorum_franco_da_rocha_sp,quorum_sao_roque_sp,quorum_sao_joao_da_boa_vista_sp,quorum_ourinhos_sp,quorum_botucatu_sp,quorum_santana_de_parnaiba_sp,quorum_suzano_sp,quorum_sertaozinho_sp,quorum_taubate_sp,quorum_cacapava_sp,quorum_indaiatuba_sp,quorum_sorocaba_sp,quorum_bebedouro_sp,quorum_santos_sp,quorum_carapicuiba_sp,quorum_itatiba_sp,quorum_itaquaquecetuba_sp,quorum_avare_sp,quorum_araraquara_sp,quorum_ribeirao_pires_sp,quorum_campo_limpo_paulista_sp,quorum_piracicaba_sp,quorum_barretos_sp,quorum_francisco_morato_sp,quorum_ribeirao_preto_sp,quorum_americana_sp,quorum_itapevi_sp,quorum_presidente_prudente_sp,quorum_jacarei_sp,quorum_matao_sp,quorum_santa_barbara_doeste_sp
quorum_salto_sp,0.86702305,0.75156057,0.84810174,0.7503785,0.77687466,0.7572582,0.82432175,0.9305713,0.6692481,0.73715127,0.9999999,0.7282238,0.8257467,0.8323578,0.8556572,0.94470996,0.7713777,0.7747528,0.71831435,0.77009535,0.7206292,0.8514696,0.77628386,0.5497617,0.8345676,0.7615801,0.8098031,0.76443255,0.824123,0.8158904,0.7919272,0.72930944,0.80466956,0.79825556,0.7357651,0.77111524,0.82412124,0.7373,0.7998631,0.79266405,0.87820923,0.8208772,0.72395706,0.7734272,0.7350162,0.83240926,0.78896916,0.8354021,0.8267591,0.7965912,0.76456094,0.84357595,0.7452632,0.88972414,0.86254,0.8044497,0.8331692,0.86695755,0.7256566,0.83395225,0.87109315,0.77361786,0.8497966,0.8173213,0.7411294,0.7748706,0.7901209,0.7362229,0.84576154,0.8209836,0.7850224,0.7796509,0.80900884,0.70263153,0.97286296,0.72649425,0.7568775,0.7086776,0.78949594,0.8182492,0.83141136,0.8400772,0.72949386,0.8509675,0.8329764,0.77017194,0.7213454,0.792979,0.77934664,0.7711735,0.7014234,0.83243275,0.7481043,0.6871842,0.73501265,0.8153995,0.8163647,0.73025703,0.8355905,0.8318533
quorum_guaratingueta_sp,0.73064196,0.622468,0.7542584,0.77439904,0.73618984,0.7276393,0.7066078,0.75393486,0.60136604,0.63632536,0.7282238,0.99999994,0.70399445,0.7305468,0.7497343,0.7234148,0.6139536,0.6449654,0.6346319,0.6688282,0.7334327,0.72452474,0.67027175,0.52843666,0.73859537,0.7911483,0.699155,0.68408835,0.7158037,0.73818755,0.7822336,0.6329066,0.68448687,0.6428166,0.6605973,0.7572313,0.772899,0.704953,0.72684276,0.6812407,0.6974029,0.6691264,0.71036494,0.6330969,0.64907056,0.7129917,0.7026335,0.81968904,0.6541169,0.6958583,0.68550205,0.7556715,0.73473775,0.8170148,0.72411096,0.7136452,0.7598079,0.7402749,0.71082336,0.69922817,0.7228681,0.6299906,0.7375423,0.6766041,0.7352773,0.6759988,0.63599336,0.6375113,0.71577173,0.8477449,0.6463479,0.7833944,0.7220135,0.6410229,0.7177057,0.7028292,0.6599248,0.6821017,0.65070784,0.8208381,0.71593213,0.7174389,0.7682251,0.7226132,0.77099144,0.79062927,0.63475364,0.6900459,0.6761625,0.6582928,0.645786,0.9112419,0.6356799,0.5984366,0.698337,0.72124374,0.7611289,0.6407214,0.6853278,0.78226024
quorum_votuporanga_sp,0.8169093,0.77382046,0.810826,0.74817085,0.8587298,0.7946005,0.89097804,0.88271946,0.6875492,0.73624146,0.8257467,0.70399445,1.0,0.90071654,0.8489555,0.86337006,0.6437747,0.81269854,0.72548807,0.78104615,0.6114043,0.81331086,0.811476,0.58526504,0.7569297,0.8142071,0.84933376,0.69080365,0.7945244,0.83573407,0.84020454,0.6603535,0.8747885,0.8826201,0.77596855,0.7522243,0.7906021,0.7734168,0.7363033,0.7679562,0.8451654,0.8002667,0.76171017,0.74045455,0.69956535,0.8618034,0.8018006,0.7554323,0.8752748,0.6949946,0.802855,0.81698775,0.84782016,0.8010056,0.7894234,0.8034795,0.86118364,0.8909097,0.75119746,0.8672173,0.8520665,0.8797351,0.835758,0.7536878,0.8013979,0.79139173,0.5771837,0.74194115,0.82534236,0.7699072,0.662323,0.82468444,0.8633041,0.7839292,0.8227943,0.7076573,0.7729529,0.6318257,0.8394457,0.71255696,0.7801739,0.7983209,0.7147947,0.825016,0.85394543,0.71825236,0.7395084,0.7467173,0.8022727,0.83038175,0.60076183,0.78430057,0.71220875,0.68958825,0.7432666,0.7507158,0.6799303,0.7682452,0.8697481,0.8415724
quorum_ibiuna_sp,0.84145474,0.7647631,0.8302083,0.80623996,0.81333923,0.81496984,0.87101805,0.8678418,0.7109921,0.7274803,0.8323578,0.7305468,0.90071654,1.0000002,0.8752507,0.8316615,0.64135176,0.829134,0.7024748,0.79152536,0.6743884,0.8292064,0.8595966,0.5583364,0.7985755,0.7851942,0.8566433,0.710045,0.7625687,0.81188494,0.8203169,0.724225,0.8712081,0.89142454,0.7399699,0.7233316,0.8707373,0.7816937,0.7605245,0.7684348,0.8211396,0.8052634,0.79698014,0.80155444,0.7382291,0.8441739,0.7894857,0.79758537,0.85847443,0.68746835,0.79947287,0.7993567,0.80571586,0.8418795,0.8359105,0.76345986,0.8745054,0.8672979,0.7948464,0.855034,0.8606842,0.86877674,0.8362016,0.80405205,0.8478445,0.8078778,0.6322454,0.79484963,0.84741414,0.7748195,0.7629966,0.8633101,0.8164239,0.8302516,0.8286647,0.6815212,0.7990514,0.63631487,0.8582487,0.7259965,0.78113925,0.8058919,0.7609561,0.8874591,0.86619574,0.74329996,0.82040846,0.8141066,0.82266784,0.8396976,0.6721069,0.81877965,0.722339,0.6762754,0.71133053,0.81292665,0.71259475,0.8268677,0.87968874,0.8457955
quorum_catanduva_sp,0.9005728,0.8366976,0.8467113,0.83091396,0.82409215,0.8658109,0.8082367,0.862511,0.745895,0.8067021,0.8556572,0.7497343,0.8489555,0.8752507,1.0,0.8517029,0.7832061,0.7838017,0.8030269,0.84849036,0.7521386,0.83866906,0.80191016,0.61445665,0.7916392,0.8176691,0.8104923,0.7571082,0.7653844,0.82762074,0.84753907,0.76848245,0.8660226,0.8252288,0.82703876,0.7812103,0.85133374,0.83545816,0.8653698,0.8402243,0.85213006,0.8229054,0.836509,0.78515685,0.75658745,0.8560866,0.797894,0.81729203,0.8542023,0.85013795,0.7962115,0.78341913,0.8312955,0.8595921,0.87968576,0.8062893,0.8648298,0.84440184,0.86177367,0.8480562,0.81620586,0.8257318,0.8625577,0.8239927,0.78856814,0.78607047,0.70097196,0.75018466,0.9037788,0.8080996,0.80152607,0.8198335,0.84645474,0.82640815,0.8508589,0.81997824,0.8321966,0.6856789,0.8207251,0.7911067,0.8253205,0.82317245,0.8125183,0.89323395,0.8661052,0.79966193,0.7738857,0.79419506,0.79891586,0.79187477,0.7013865,0.8378996,0.7857702,0.78612983,0.8151332,0.82051396,0.82843876,0.7635988,0.8514998,0.89163923
quorum_pindamonhangaba_sp,0.8418894,0.7245655,0.8832257,0.73714024,0.78034097,0.7606435,0.84532434,0.92891663,0.6546088,0.737205,0.94470996,0.7234148,0.86337006,0.8316615,0.8517029,1.0,0.746252,0.7673701,0.7091758,0.79925585,0.69087565,0.8253877,0.7760314,0.53667027,0.8326106,0.76428324,0.83620334,0.7489798,0.8304318,0.8429491,0.82270795,0.70081204,0.7878685,0.7747377,0.72677577,0.7955307,0.8107518,0.7266089,0.78646135,0.7908216,0.8553428,0.80128896,0.727271,0.7773942,0.75593674,0.8372208,0.7707944,0.8216534,0.82841593,0.7633358,0.78267616,0.8417733,0.7852209,0.8752246,0.8466364,0.8195754,0.8243919,0.8900477,0.7170001,0.83420527,0.85582626,0.76712,0.8631483,0.81382155,0.73793817,0.76698816,0.7257215,0.7182353,0.8418339,0.80307764,0.74418366,0.7732921,0.82276136,0.7061472,0.94806445,0.7230586,0.74375737,0.68346506,0.7760898,0.8006057,0.8176594,0.8207926,0.7303957,0.8524339,0.81756115,0.7757322,0.7001554,0.7789214,0.80717283,0.7703626,0.712198,0.81408286,0.74569845,0.67485106,0.712263,0.8341915,0.8008722,0.7618212,0.85267234,0.8380394
quorum_praia_grande_sp,0.7720158,0.7741376,0.78866005,0.7370749,0.68347126,0.71637106,0.6119233,0.7468422,0.71445376,0.76027966,0.7713777,0.6139536,0.6437747,0.64135176,0.7832061,0.746252,1.0000002,0.6852219,0.7963489,0.8077656,0.7180226,0.7616283,0.6817884,0.64370257,0.77164865,0.64908564,0.61429155,0.7917114,0.67552936,0.7014782,0.7075997,0.79114354,0.64954114,0.6254964,0.7346116,0.70559204,0.75168085,0.7402783,0.81390375,0.79861754,0.72075725,0.7888481,0.7231511,0.69524616,0.7551202,0.6614748,0.76395136,0.7403219,0.7774867,0.8664318,0.6922661,0.682696,0.6682026,0.7590903,0.8277545,0.69844437,0.6818618,0.70092946,0.72569484,0.6491099,0.7098235,0.64343935,0.7944976,0.7473304,0.59967315,0.7173001,0.78961134,0.7068751,0.8311868,0.74755025,0.7884224,0.66998434,0.7081308,0.7087008,0.76781124,0.7885145,0.7491145,0.69059324,0.66651815,0.75754344,0.77783054,0.7876037,0.7504117,0.77214193,0.6441742,0.7711613,0.6344219,0.7112553,0.59666455,0.68679214,0.7247398,0.7132469,0.78488463,0.7814034,0.7394999,0.80339706,0.743001,0.65092903,0.7055615,0.776834
quorum_cajamar_sp,0.8239583,0.81809616,0.7829365,0.8285282,0.835654,0.8521622,0.81344086,0.8390381,0.8502131,0.8739749,0.7747528,0.6449654,0.81269854,0.829134,0.7838017,0.7673701,0.6852219,0.99999994,0.7962708,0.829358,0.64059836,0.8155695,0.94367486,0.646965,0.80703783,0.75065714,0.7395626,0.6855924,0.7650002,0.7400295,0.7812962,0.84532607,0.795025,0.8393195,0.77344745,0.6872101,0.86263394,0.85097444,0.7857725,0.84871364,0.83014566,0.8945061,0.8644265,0.79997087,0.7595726,0.80673933,0.77541673,0.74574184,0.8486681,0.7388871,0.74279976,0.76358,0.7343083,0.77096933,0.8116286,0.75074804,0.7971445,0.8913878,0.85102224,0.81762147,0.82223666,0.8422059,0.81394535,0.8696315,0.8643364,0.92641884,0.6391769,0.92839766,0.8715195,0.75105035,0.7534136,0.8687545,0.7486845,0.8498609,0.8082303,0.68889266,0.88591105,0.6217585,0.85731137,0.6686376,0.9028929,0.7879745,0.8108389,0.8092114,0.7986906,0.74364036,0.7907808,0.777751,0.69029033,0.9439124,0.649578,0.7391251,0.7883768,0.80809045,0.7300907,0.7961706,0.6688966,0.80570227,0.87557507,0.8234558
quorum_sumare_sp,0.75644624,0.9109296,0.72059375,0.81301993,0.77185464,0.84759843,0.6835691,0.7886399,0.8311995,0.90116566,0.71831435,0.6346319,0.72548807,0.7024748,0.8030269,0.7091758,0.7963489,0.7962708,0.9999998,0.82926285,0.65071994,0.72433734,0.79881287,0.7492529,0.7308904,0.7253976,0.6511965,0.7253353,0.7152425,0.7444282,0.75557333,0.83104074,0.7035748,0.7133231,0.8498485,0.7173423,0.7947367,0.8595461,0.8422278,0.8921268,0.7948657,0.8034936,0.8542894,0.70344317,0.71874064,0.70790935,0.76865447,0.7142763,0.79715717,0.83486986,0.74717677,0.69942784,0.7239387,0.70971376,0.7478131,0.7236761,0.76000196,0.7852565,0.8516626,0.7042444,0.7170648,0.72947663,0.7722194,0.77420527,0.7293495,0.82294214,0.6894077,0.7705542,0.85635895,0.74792325,0.77011585,0.77337563,0.7141827,0.80887675,0.7195841,0.8102073,0.8866175,0.66162926,0.7105235,0.7001563,0.8206952,0.7462583,0.8158926,0.7362709,0.71251875,0.77850837,0.62788224,0.70102274,0.6411952,0.80446583,0.58497155,0.7162992,0.8588048,0.9131675,0.80850995,0.72637606,0.68852985,0.6932466,0.7308876,0.84198475
quorum_sao_jose_dos_campos_sp,0.80572456,0.86108524,0.8330178,0.8041415,0.8091428,0.8554762,0.7112061,0.80955505,0.81412303,0.85768163,0.77009535,0.6688282,0.78104615,0.79152536,0.84849036,0.79925585,0.8077656,0.829358,0.82926285,0.99999964,0.7761667,0.8042862,0.8240979,0.6624533,0.81734115,0.7482023,0.70679235,0.78163546,0.68708813,0.77407545,0.8063833,0.8230318,0.77994573,0.7809908,0.8324599,0.74334073,0.84705746,0.8541664,0.85324425,0.8574873,0.7887956,0.87010074,0.8536156,0.78337276,0.86315167,0.70675176,0.82913244,0.7385539,0.8236662,0.8298685,0.7927633,0.70661294,0.8133633,0.7648862,0.84562314,0.77780867,0.7501572,0.8073064,0.8722539,0.71840405,0.7493767,0.7827343,0.85887605,0.8381114,0.7515276,0.8531218,0.6823002,0.84208846,0.8992656,0.77378225,0.8031552,0.8131453,0.7668028,0.8570799,0.7634225,0.81292576,0.8769344,0.6967725,0.80908406,0.74957526,0.85818225,0.8225724,0.8181306,0.83120036,0.72466224,0.7892641,0.7302921,0.78532195,0.6543369,0.83884144,0.79833335,0.76356983,0.84236145,0.8327912,0.78604835,0.8587322,0.7035113,0.77339405,0.8170006,0.85257494
quorum_paulinia_sp,0.7003799,0.6399943,0.78681916,0.6582588,0.6886443,0.6822026,0.5727956,0.65871,0.5770799,0.63325,0.7206292,0.7334327,0.6114043,0.6743884,0.7521386,0.69087565,0.7180226,0.64059836,0.65071994,0.7761667,1.0,0.72325647,0.6245309,0.5713606,0.6951158,0.67214364,0.6139834,0.79099464,0.5676983,0.7106284,0.7132753,0.6976921,0.6547186,0.6416905,0.6405738,0.7325355,0.7686821,0.6600754,0.7714419,0.68853056,0.6036802,0.7849773,0.6557844,0.70778227,0.7977675,0.54286104,0.71604425,0.7043108,0.6250969,0.7765551,0.71303666,0.5933235,0.6634349,0.73311204,0.77969533,0.72962797,0.6273289,0.6232533,0.7067417,0.5602768,0.59335816,0.6247273,0.7781624,0.7347101,0.61906457,0.7061759,0.7175944,0.67531806,0.7704429,0.75023514,0.7477164,0.6722984,0.6510644,0.6287069,0.6982304,0.75115174,0.6554346,0.74887943,0.6649409,0.8056054,0.77897584,0.73731834,0.69037944,0.7755727,0.5938916,0.71556723,0.6597407,0.71342015,0.60995954,0.61664635,0.8308281,0.75051224,0.6612159,0.62764215,0.68019295,0.76253366,0.74259365,0.6452705,0.6511642,0.7259973
quorum_barueri_sp,0.89830315,0.769301,0.81929135,0.7760036,0.7793527,0.7611208,0.81845665,0.8383541,0.7106718,0.7606306,0.8514696,0.72452474,0.81331086,0.8292064,0.83866906,0.8253877,0.7616283,0.8155695,0.72433734,0.8042862,0.72325647,0.99999994,0.8047888,0.6121421,0.8403585,0.7653069,0.76978326,0.7352435,0.7556727,0.81943774,0.8296996,0.74374753,0.8234481,0.83354604,0.72764677,0.7755495,0.8195797,0.79996145,0.7826191,0.7880065,0.8101596,0.8424614,0.7651887,0.81236887,0.78333163,0.8172584,0.8061016,0.7868044,0.8276432,0.78525066,0.777554,0.757791,0.761471,0.8499547,0.865867,0.78163326,0.8189402,0.85358536,0.76325446,0.8363505,0.8564137,0.8250741,0.8644375,0.82925814,0.7821635,0.8049533,0.7107748,0.79909885,0.82526284,0.78053904,0.78850734,0.79543906,0.76754916,0.76780784,0.84151113,0.74551207,0.7683952,0.6818299,0.8658031,0.75486296,0.8351948,0.834847,0.75570506,0.85224783,0.8193089,0.74582213,0.82022256,0.80934745,0.7043835,0.8051287,0.72530687,0.8192419,0.75922793,0.7050532,0.7640662,0.8417797,0.7664342,0.7833694,0.86005276,0.8170884
quorum_sao_sebastiao_sp,0.81148636,0.8207035,0.7747129,0.8409425,0.81835574,0.8605066,0.8224589,0.84738755,0.8486588,0.8541813,0.77628386,0.67027175,0.811476,0.8595966,0.80191016,0.7760314,0.6817884,0.94367486,0.79881287,0.8240979,0.6245309,0.8047888,0.9999999,0.6270141,0.8089818,0.7256584,0.76002973,0.6650548,0.77903056,0.7437005,0.8155352,0.8488802,0.79716635,0.84935737,0.7890488,0.70850134,0.87446177,0.84751993,0.776047,0.86933756,0.8475439,0.8494581,0.86625874,0.81710327,0.72333616,0.82279813,0.78816557,0.765277,0.8628726,0.7138601,0.7436133,0.7813723,0.7382497,0.7836941,0.7986235,0.7500331,0.81735665,0.8900502,0.855141,0.81490207,0.8354097,0.8378104,0.8359429,0.8978201,0.87461627,0.93080777,0.59854114,0.93185884,0.8581009,0.7544999,0.75777674,0.8845254,0.75620306,0.8381109,0.7891813,0.6821513,0.894086,0.6189313,0.8783498,0.6739727,0.8704573,0.80629313,0.8054978,0.8184063,0.79618365,0.76179326,0.7750419,0.77947974,0.7009246,0.962175,0.61006355,0.74182665,0.79088384,0.79722875,0.7448163,0.7742565,0.6550137,0.86559343,0.86164194,0.8149229
quorum_rio_claro_sp,0.6261325,0.67440045,0.60074794,0.59961444,0.63377684,0.6290694,0.53295374,0.57921517,0.5747779,0.6351042,0.5497617,0.52843666,0.58526504,0.5583364,0.61445665,0.53667027,0.64370257,0.646965,0.7492529,0.6624533,0.5713606,0.6121421,0.6270141,1.0,0.5684215,0.6216722,0.51708674,0.58942705,0.57794976,0.59546894,0.5816529,0.6551949,0.5296989,0.5791655,0.6301017,0.54718196,0.6354484,0.629419,0.63611174,0.62805974,0.5675664,0.6551306,0.6185625,0.542444,0.60305953,0.58550125,0.58985007,0.5809389,0.6078295,0.65759003,0.51116526,0.5162967,0.5710962,0.53568304,0.62233186,0.5901058,0.5576282,0.61768585,0.639892,0.5783832,0.550565,0.6061027,0.6295985,0.59011126,0.5805561,0.65976,0.5786183,0.6245947,0.69123554,0.607708,0.5639641,0.6022731,0.591313,0.5982464,0.54178894,0.6226355,0.6564106,0.5795422,0.5583301,0.5686078,0.6674487,0.56180936,0.5888082,0.63356435,0.5795671,0.57273626,0.53089416,0.58094054,0.5199444,0.6397151,0.49669483,0.582025,0.6676698,0.6566974,0.60726726,0.5840037,0.56588995,0.5258143,0.6231812,0.6526033
quorum_cotia_sp,0.84979534,0.7303097,0.83790565,0.8372929,0.7623212,0.76942444,0.780569,0.86201584,0.71242565,0.73483044,0.8345676,0.73859537,0.7569297,0.7985755,0.7916392,0.8326106,0.77164865,0.80703783,0.7308904,0.81734115,0.6951158,0.8403585,0.8089818,0.5684215,0.9999999,0.73057604,0.72905546,0.7515027,0.74391115,0.76290697,0.80486995,0.78384006,0.75811505,0.76468503,0.7343417,0.79027617,0.8584137,0.7736425,0.8051365,0.78204083,0.79888666,0.8383943,0.7750203,0.7846758,0.8395672,0.7794202,0.81495357,0.8314216,0.8029168,0.75459707,0.7657013,0.8184244,0.73573714,0.8695982,0.88214517,0.7392808,0.81191486,0.8310303,0.76053184,0.79140925,0.84140784,0.7539761,0.8227025,0.82363963,0.7967379,0.84357786,0.7707107,0.8100797,0.8146093,0.81196725,0.8152595,0.79819816,0.7573639,0.7362447,0.8398521,0.7181208,0.74484724,0.67960113,0.7986332,0.7795108,0.8351937,0.8344195,0.80767894,0.7968217,0.7946312,0.8074533,0.7521827,0.78103656,0.68721944,0.7951608,0.76641023,0.8286946,0.74541616,0.7039223,0.7155748,0.91541743,0.7866184,0.7902098,0.80288935,0.80501026
quorum_guarulhos_sp,0.76924634,0.7389972,0.78230286,0.79100984,0.90869987,0.7821054,0.7960876,0.7765347,0.67636335,0.72560984,0.7615801,0.7911483,0.8142071,0.7851942,0.8176691,0.76428324,0.64908564,0.75065714,0.7253976,0.7482023,0.67214364,0.7653069,0.7256584,0.6216722,0.73057604,0.9999999,0.7926243,0.7247135,0.78428733,0.8144978,0.87600935,0.66809744,0.7570887,0.7397922,0.83068216,0.8199055,0.79502755,0.7813672,0.7536855,0.75957656,0.76839125,0.7259025,0.7739972,0.65390605,0.6981735,0.79494643,0.7399948,0.7440927,0.80674195,0.77530783,0.73216105,0.74599195,0.8755884,0.7632341,0.72438717,0.8446413,0.79148954,0.8285178,0.78948975,0.77784705,0.7864479,0.74233335,0.7887772,0.6860473,0.7839995,0.7382407,0.6014122,0.70671016,0.7732047,0.8367956,0.6689683,0.83112943,0.89990026,0.7409838,0.7581691,0.83615386,0.72640216,0.6782929,0.71686995,0.76587623,0.7574727,0.7072789,0.7597812,0.790562,0.8602756,0.7609372,0.6897441,0.795934,0.7400186,0.74586844,0.62506175,0.841726,0.6821913,0.6949266,0.86487806,0.74963564,0.70941865,0.66172266,0.8192534,0.9213778
quorum_assis_sp,0.75939023,0.6891892,0.7919159,0.6958408,0.79255885,0.7215086,0.83130205,0.8215992,0.6348186,0.674574,0.8098031,0.699155,0.84933376,0.8566433,0.8104923,0.83620334,0.61429155,0.7395626,0.6511965,0.70679235,0.6139834,0.76978326,0.76002973,0.51708674,0.72905546,0.7926243,0.99999994,0.6983943,0.779172,0.7920594,0.8023221,0.6429228,0.7722895,0.79184735,0.72479796,0.7250608,0.74430203,0.6955768,0.6751065,0.7229987,0.7702997,0.72389597,0.6959518,0.69316024,0.6415123,0.8046734,0.7269254,0.76411295,0.84585285,0.6688788,0.73706824,0.7769493,0.7747489,0.80485904,0.7444035,0.77320635,0.80605334,0.8267998,0.69667107,0.7974226,0.80074835,0.77244395,0.7919142,0.7213299,0.75403154,0.7460849,0.57914054,0.7082143,0.7457491,0.7344204,0.622522,0.7496773,0.84181464,0.69483167,0.8114892,0.6631851,0.6996248,0.58200866,0.7835395,0.68308616,0.7401842,0.7329794,0.6763338,0.7997042,0.7887473,0.69804424,0.70489347,0.7722562,0.87178874,0.763677,0.6078745,0.75654316,0.6528896,0.6412431,0.6993213,0.7109306,0.6626898,0.7152781,0.84637856,0.81433517
quorum_osasco_sp,0.7305852,0.6990565,0.80746573,0.6908666,0.7121036,0.69268584,0.63253856,0.73552996,0.62227696,0.6955626,0.76443255,0.68408835,0.69080365,0.710045,0.7571082,0.7489798,0.7917114,0.6855924,0.7253353,0.78163546,0.79099464,0.7352435,0.6650548,0.58942705,0.7515027,0.7247135,0.6983943,1.0000004,0.66663116,0.7453978,0.72080207,0.7240086,0.68497735,0.67367333,0.70432764,0.7389697,0.8062669,0.70243406,0.8085121,0.7365655,0.6678056,0.791367,0.7012779,0.7240197,0.7988784,0.61343026,0.82839847,0.6987208,0.74454015,0.81053483,0.7010804,0.6510891,0.7072126,0.7356293,0.7979656,0.7483662,0.6656701,0.6992847,0.69991094,0.6119694,0.70056695,0.68081254,0.812294,0.7509407,0.6499955,0.73088574,0.7620533,0.6894418,0.8034381,0.7607433,0.7683156,0.7348771,0.7401796,0.6561967,0.7587105,0.7593545,0.6837451,0.7944281,0.6759264,0.7946836,0.7877293,0.812569,0.7150925,0.7927115,0.6504194,0.7255725,0.6515301,0.73671544,0.6958901,0.68569213,0.756486,0.781236,0.74097294,0.6714354,0.72220564,0.79477054,0.7315535,0.65739495,0.71525687,0.7976947
quorum_taboao_da_serra_sp,0.7593055,0.7246547,0.7622447,0.77324533,0.791665,0.7536553,0.8203489,0.86113876,0.6808578,0.7172797,0.824123,0.7158037,0.7945244,0.7625687,0.7653844,0.8304318,0.67552936,0.7650002,0.7152425,0.68708813,0.5676983,0.7556727,0.77903056,0.57794976,0.74391115,0.78428733,0.779172,0.66663116,1.0,0.75160295,0.78591037,0.68036103,0.73982084,0.75517833,0.73412126,0.7320988,0.76016605,0.7288679,0.71407247,0.74806345,0.8537587,0.73374254,0.7341127,0.6775325,0.61489,0.8415445,0.74692816,0.78064644,0.8037577,0.7146398,0.712225,0.826626,0.7479151,0.7954341,0.723724,0.74359083,0.80127835,0.85041785,0.72810376,0.81743777,0.8381138,0.74904495,0.74408245,0.71092856,0.77252793,0.7555138,0.61919415,0.7060665,0.7459539,0.7763827,0.641948,0.79892755,0.78890246,0.6954659,0.82258946,0.68082196,0.7291399,0.6423309,0.70886385,0.7067952,0.74942315,0.70464134,0.7330228,0.74038935,0.80530745,0.7501924,0.6483666,0.7432474,0.7327372,0.76952374,0.5416037,0.7824373,0.6844784,0.69603777,0.7271358,0.7196132,0.67118704,0.70836854,0.81662595,0.80535924
quorum_leme_sp,0.8057201,0.71266586,0.8511926,0.7402259,0.7997697,0.7475729,0.82082975,0.8141883,0.6454097,0.7089795,0.8158904,0.73818755,0.83573407,0.81188494,0.82762074,0.8429491,0.7014782,0.7400295,0.7444282,0.77407545,0.7106284,0.81943774,0.7437005,0.59546894,0.76290697,0.8144978,0.7920594,0.7453978,0.75160295,0.99999976,0.8916911,0.68687725,0.7568236,0.76572156,0.7357276,0.8757521,0.80656505,0.74466014,0.77377623,0.8005627,0.7542851,0.7669132,0.73291385,0.70898855,0.7424075,0.79001313,0.7467102,0.7760788,0.7986173,0.726622,0.787033,0.75973153,0.7693605,0.80985177,0.7947246,0.89196444,0.8210817,0.8282988,0.7436466,0.79086536,0.7844879,0.74861854,0.87827265,0.7604198,0.7409719,0.76645577,0.6747014,0.71521413,0.79663205,0.80768895,0.71921545,0.770581,0.8030095,0.7370783,0.8143084,0.7492665,0.7278865,0.66845375,0.75413716,0.7957755,0.8049696,0.7722648,0.7282679,0.82381415,0.8055349,0.7829053,0.72158504,0.7984008,0.7681662,0.7483126,0.6995931,0.8170832,0.7507114,0.6893111,0.7401236,0.79899955,0.75897014,0.709664,0.7943292,0.863394
